title:Session_021_29Jun2026,start timestamp:1782733524.420074,stop timestamp:1782733582.106416,headset type:EPOCX,headset serial:E7020186,headset firmware:740,channels:98,sampling rate:eeg_256;pm_0.1;mot_32,samples:14777,version:2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timestamp,OriginalTimestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.AF3,EQ.F7,EQ.F3,EQ.FC5,EQ.T7,EQ.P7,EQ.O1,EQ.O2,EQ.P8,EQ.T8,EQ.FC6,EQ.F4,EQ.F8,EQ.AF4,PM.Attention.IsActive,PM.Attention.Scaled,PM.Attention.Raw,PM.Attention.Min,PM.Attention.Max,PM.Engagement.IsActive,PM.Engagement.Scaled,PM.Engagement.Raw,PM.Engagement.Min,PM.Engagement.Max,PM.Excitement.IsActive,PM.Excitement.Scaled,PM.Excitement.Raw,PM.Excitement.Min,PM.Excitement.Max,PM.LongTermExcitement,PM.Stress.IsActive,PM.Stress.Scaled,PM.Stress.Raw,PM.Stress.Min,PM.Stress.Max,PM.Relaxation.IsActive,PM.Relaxation.Scaled,PM.Relaxation.Raw,PM.Relaxation.Min,PM.Relaxation.Max,PM.Interest.IsActive,PM.Interest.Scaled,PM.Interest.Raw,PM.Interest.Min,PM.Interest.Max,MOT.CounterMems,MOT.InterpolatedMems,MOT.Q0,MOT.Q1,MOT.Q2,MOT.Q3,MOT.AccX,MOT.AccY,MOT.AccZ,MOT.MagX,MOT.MagY,MOT.MagZ
1782733524,1782733524,71,0,4109.230957,4310.256348,4339.487305,4317.179688,4301.025879,4156.025879,4373.077148,4125,4302.307617,4366.025879,4287.692383,4404.358887,4438.974121,4698.974121,0,2,43,,,,0,4,0,0,0,0,0,4,4,0,0,0,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782733524,1782733524,72,0,4103.077148,4308.974121,4336.282227,4319.102539,4302.179688,4153.077148,4369.102539,4126.282227,4303.974121,4366.666504,4283.974121,4401.666504,4438.846191,4698.205078,0,2,43,,,,0,4,0,0,0,0,0,4,4,0,0,0,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0.163564,0.378601,-0.591614,-0.692749,-0.32084,0.929191,0.021853,-54.90572,-12.274692,4.196716
1782733524,1782733524,73,0,4105.769043,4308.333496,4334.487305,4322.05127,4304.230957,4149.871582,4368.589844,4130.897461,4305.512695,4368.333496,4282.05127,4401.794922,4442.05127,4708.589844,0,2,43,,,,0,4,0,0,0,0,0,4,4,0,0,0,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782733524,1782733524,74,0,4115.512695,4308.846191,4334.230957,4325.384766,4306.410156,4146.538574,4369.743652,4136.666504,4306.282227,4370.384766,4283.717773,4404.230957,4446.538574,4725.512695,0,2,43,,,,0,4,0,0,0,0,0,4,4,0,0,0,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782733524,1782733524,75,0,4126.282227,4310.512695,4335,4328.461426,4308.077148,4143.846191,4370.256348,4141.282227,4305.769043,4372.307617,4288.846191,4407.05127,4449.102539,4739.487305,0,2,43,,,,0,4,0,0,0,0,0,4,4,0,0,0,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782733524,1782733524,76,0,4132.05127,4312.307617,4335.769043,4330.256348,4308.717773,4142.692383,4367.94873,4142.820313,4303.974121,4373.333496,4295.256348,4408.589844,4448.333496,4742.94873,0,2,43,,,,0,4,0,0,0,0,0,4,4,0,0,0,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782733524,1782733524,77,0,4130.384766,4312.692383,4335.384766,4330.641113,4308.205078,4143.589844,4361.794922,4141.153809,4302.436035,4373.333496,4300.769043,4408.333496,4445.641113,4734.487305,0,2,43,,,,0,4,0,0,0,0,0,4,4,0,0,0,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782733524,1782733524,78,0,4123.461426,4310.256348,4333.974121,4329.743652,4306.922852,4145.384766,4352.436035,4137.563965,4302.563965,4372.563965,4304.230957,4407.692383,4443.333496,4720.769043,0,2,43,,,,0,4,0,0,0,0,0,4,4,0,0,0,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782733524,1782733524,79,0,4116.025879,4305.256348,4332.05127,4328.205078,4305.128418,4146.025879,4341.922852,4134.358887,4304.358887,4371.794922,4306.025879,4408.077148,4443.333496,4711.282227,0,2,43,,,,0,4,0,0,0,0,0,4,4,0,0,0,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782733524,1782733524,80,0,4112.692383,4299.615234,4330.641113,4326.666504,4303.461426,4144.615234,4333.077148,4133.333496,4306.794922,4371.666504,4307.179688,4410,4445.641113,4712.179688,0,2,43,,,,0,4,0,0,0,0,0,4,4,0,0,0,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0.155756,0.375061,-0.592896,-0.695374,-0.35014,0.911122,0.013063,-54.615147,-12.463889,4.110378
